responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,673,150,648266.3000001907,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,669,148,648316.6000003815,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,668,146,648354.8000001907,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,668,145,648415.3000001907,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,668,145,648467.2000002861,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,668,145,648514.4000000954,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,676,144,648567.4000000954,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,695,143,648617,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,709,143,648666.4000000954,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,677,153,,113.265625,661.40625,153.265625,723.453125,1,2,hover,533.1999998092651,533.1999998092651,0.9604633593553261,0.743359375,19,,,,,,,,,,,,,,,,,,
3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,724,142,648716.6000003815,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,728,142,648766.5,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,730,142,648804.8000001907,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
3813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,732,142,648863.1000003815,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,735,142,648916.4000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,738,142,648966.5,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,741,141,649016.5,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,742,141,649064.4000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,743,141,649118.5,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,743,141,649160.1000003815,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,745,141,649212.9000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,750,141,649266.4000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,763,141,649316.9000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,724,142,,113.265625,723.453125,153.265625,764.46875,1,3,hover,633.2000002861023,633.2000002861023,0.9641904761904762,0.693359375,19,,,,,,,,,,,,,,,,,,
4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,776,141,649367.3000001907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,782,141,649405.5,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,787,140,649459,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,790,140,649504.1000003815,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649564.5,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649616.3000001907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649667.2000002861,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649718.2000002861,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649766.1000003815,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649817,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649866.7000002861,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649916.2000002861,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,649967.3000001907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,791,140,650016.4000000954,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,784,140,650066.4000000954,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,4, arrived ,767,141,,113.265625,764.46875,153.265625,824.5,1,4,hover,766.8999996185303,766.8999996185303,0.025507548152004164,0.668359375,19,,,,,,,,,,,,,,,,,,
5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,754,140,650116.4000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,754,140,,113.265625,723.453125,153.265625,764.46875,1,3,hover,49.60000038146973,49.60000038146973,0.15961904761904763,0.668359375,19,,,,,,,,,,,,,,,,,,
5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,722,140,650166.5,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,717,140,650216.5,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,717,140,650267.1000003815,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,717,140,650311.4000000954,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,716,140,650366.1000003815,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,716,140,650416.2000002861,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,716,140,650467.3000001907,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,716,140,650517.1000003815,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,716,140,650567.4000000954,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,718,140,650604.8000001907,123.265625,661.40625,143.265625,723.453125,1,2,,,,,,,,,,,,,,,,,,,,,,,,
5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,722,140,,113.265625,661.40625,153.265625,723.453125,1,2,hover,500.2999997138977,500.2999997138977,0.9604633593553261,0.668359375,19,,,,,,,,,,,,,,,,,,
5616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,724,140,650666.5,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
5666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,744,140,650716.4000000954,123.265625,723.453125,143.265625,764.46875,1,3,,,,,,,,,,,,,,,,,,,,,,,,
5683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,724,140,,113.265625,723.453125,153.265625,764.46875,1,3,hover,83.30000019073486,83.30000019073486,0.8179047619047619,0.668359375,19,,,,,,,,,,,,,,,,,,
5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,786,140,650767.3000001907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,794,140,650816.4000000954,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,799,140,650856,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,803,141,650907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,806,141,650966.4000000954,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
5954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,809,141,651004.8000001907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,815,141,651066.4000000954,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,822,141,651116.3000001907,123.265625,764.46875,143.265625,824.5,1,4,,,,,,,,,,,,,,,,,,,,,,,,
6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,4, arrived ,769,140,,113.265625,764.46875,153.265625,824.5,1,4,hover,383.2999997138977,383.2999997138977,0.9583550234252993,0.693359375,19,,,,,,,,,,,,,,,,,,
6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,5, at ,833,141,651166.4000000954,123.265625,824.5,143.265625,844.515625,1,5,,,,,,,,,,,,,,,,,,,,,,,,
6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,5, at ,826,141,,113.265625,824.5,153.265625,844.515625,1,5,hover,83.30000019073486,83.30000019073486,0.8743169398907104,0.693359375,19,,,,,,,,,,,,,,,,,,
6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,847,141,651216.4000000954,123.265625,844.515625,143.265625,874.546875,1,6,,,,,,,,,,,,,,,,,,,,,,,,
6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,865,141,651266.3000001907,123.265625,844.515625,143.265625,874.546875,1,6,,,,,,,,,,,,,,,,,,,,,,,,
6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,847,141,,113.265625,844.515625,153.265625,874.546875,1,6,hover,83.5,83.5,0.9151925078043704,0.693359375,19,,,,,,,,,,,,,,,,,,
6266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,884,141,651316.3000001907,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,892,141,651357.8000001907,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,896,140,651417.1000003815,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,898,140,651466.5,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,903,140,651506.1000003815,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,911,140,651566.3000001907,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,922,140,651604.6000003815,123.265625,874.546875,143.265625,932.59375,1,7,,,,,,,,,,,,,,,,,,,,,,,,
6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,7, station ,878,141,,113.265625,874.546875,153.265625,932.59375,1,7,hover,366.59999990463257,366.59999990463257,0.9380888290713324,0.643359375,19,,,,,,,,,,,,,,,,,,
6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,933,139,651666.5,123.265625,932.59375,143.265625,965.609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,
6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,943,139,651716.5,123.265625,932.59375,143.265625,965.609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,
6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,949,139,651762.9000000954,123.265625,932.59375,143.265625,965.609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,
6766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,953,139,651816.4000000954,123.265625,932.59375,143.265625,965.609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,
6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,959,139,651857.9000000954,123.265625,932.59375,143.265625,965.609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,
6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,965,139,651904.7000002861,123.265625,932.59375,143.265625,965.609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,
6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,8, two ,933,139,,113.265625,932.59375,153.265625,965.609375,1,8,hover,266.7000002861023,266.7000002861023,0.9815428300993848,0.643359375,19,,,,,,,,,,,,,,,,,,
6905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,972,139,651955.6000003815,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
6967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,985,140,652017.3000001907,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
7016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,991,140,652066.5,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
7054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,999,140,652104.6000003815,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1005,140,652155.6000003815,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
7166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1015,141,652216.4000000954,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
7216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,1032,141,652266.3000001907,123.265625,965.609375,143.265625,1033.640625,1,9,,,,,,,,,,,,,,,,,,,,,,,,
7216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,9, minutes ,967,139,,113.265625,965.609375,153.265625,1033.640625,1,9,hover,349.8999996185303,349.8999996185303,0.9758842443729904,0.693359375,19,,,,,,,,,,,,,,,,,,
7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1050,142,652316.3000001907,123.265625,1033.640625,143.265625,1081.328125,1,10,,,,,,,,,,,,,,,,,,,,,,,,
7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1061,142,652366.4000000954,123.265625,1033.640625,143.265625,1081.328125,1,10,,,,,,,,,,,,,,,,,,,,,,,,
7366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1067,142,652416.4000000954,123.265625,1033.640625,143.265625,1081.328125,1,10,,,,,,,,,,,,,,,,,,,,,,,,
7404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1072,142,652455,123.265625,1033.640625,143.265625,1081.328125,1,10,,,,,,,,,,,,,,,,,,,,,,,,
7466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,1080,142,652516.4000000954,123.265625,1033.640625,143.265625,1081.328125,1,10,,,,,,,,,,,,,,,,,,,,,,,,
